RESPID,GENDER,AGE,WORKING,REGION,MUSIC,LIST_OWN,LIST_BACK,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
7456,Male,14,,Centre,Music is important to me but not necessarily more important,3,,52,76,68,33,33,72,12,14,54,31,73,70,72,72,51,49,28,,
7457,Male,13,,North,Music means a lot to me and is a passion of mine,1,1,87,84,82,14,14,13,28,23,10,74,87,93,88,89,64,72,85,,
7458,Male,80,,North,I like music but it does not feature heavily in my life,,0,38,52,51,9,8,74,10,10,11,27,12,12,13,31,13,13,12,,
7459,Female,13,,Centre,Music is important to me but not necessarily more important,1,1,71,56,71,53,53,71,56,55,72,56,36,37,70,70,54,31,73,,
7460,Male,74,,North,I like music but it does not feature heavily in my life,,1,30,97,5,8,9,8,6,7,94,28,78,45,7,49,10,8,87,,
7461,Female,79,,South,Music is important to me but not necessarily more important,2,3,79,12,69,49,32,32,10,10,10,75,9,12,12,12,51,52,13,,
7462,Male,13,,Centre,Music means a lot to me and is a passion of mine,3,2,100,100,81,75,21,20,11,17,17,12,41,5,2,89,62,54,48,,
7463,Male,71,,South,I like music but it does not feature heavily in my life,1,,15,16,17,14,57,64,12,13,71,70,52,71,12,44,22,12,35,,
7464,Male,67,,North,I like music but it does not feature heavily in my life,0,0,14,70,12,11,50,89,11,14,70,50,72,53,17,30,12,12,50,,
7465,Female,72,,South,Music is no longer as important as it used to be to me,,,8,10,8,94,92,50,6,8,72,10,11,9,9,7,10,9,9,,
7466,Female,70,,South,Music is important to me but not necessarily more important,1,,31,53,32,31,34,32,6,10,90,52,34,50,28,54,29,32,55,,
7467,Male,70,,North,Music is important to me but not necessarily more important,1,,4,4,5,5,53,4,3,3,98,4,4,3,3,3,3,2,2,,
7468,Female,13,,North,Music is important to me but not necessarily more important,2,1,72,74,62,26,29,54,49,24,22,63,93,80,54,72,33,33,68,,
7469,Male,80,,North,I like music but it does not feature heavily in my life,,2,11,49,11,12,51,35,6,8,71,51,37,33,6,30,9,11,9,,
7470,Female,14,,Centre,Music means a lot to me and is a passion of mine,1,2,70,70,71,56,34,9,0,1,1,100,99,99,82,87,72,71,70,,
7471,Female,15,,North,Music is important to me but not necessarily more important,1,1,71,71,71,71,70,59,74,71,69,46,70,71,70,70,70,71,72,,
7472,Female,14,,South,Music means a lot to me and is a passion of mine,,2,69,70,91,29,10,12,12,12,9,70,91,69,89,90,70,56,72,,
7473,Male,77,,North,Music is important to me but not necessarily more important,1,3,33,53,51,13,12,14,32,13,52,50,11,12,70,71,14,29,13,,
7474,Female,72,,South,Music is important to me but not necessarily more important,1,3,71,70,71,29,72,28,12,28,27,73,68,68,48,31,48,31,72,,
7475,Male,83,,North,I like music but it does not feature heavily in my life,,,29,16,29,51,28,71,30,29,70,51,69,69,10,50,10,17,70,,
7476,Female,80,,Centre,Music is no longer as important as it used to be to me,1,1,4,6,5,6,52,98,8,11,100,8,7,6,8,7,5,8,9,,
7477,Male,13,,Centre,Music is important to me but not necessarily more important,1,0,100,100,77,2,5,54,20,20,0,79,100,82,100,100,53,2,73,,
7478,Male,68,,North,Music means a lot to me and is a passion of mine,4,2,8,45,43,92,43,5,7,11,94,92,73,8,23,42,7,9,10,,
7479,Male,82,,South,Music is important to me but not necessarily more important,,4,3,3,3,3,3,5,4,4,100,69,6,6,6,6,6,5,6,,
7480,Female,70,,South,Music is important to me but not necessarily more important,3,5,53,52,53,53,54,14,14,11,48,65,49,13,12,14,14,14,54,,
7481,Female,75,,South,I like music but it does not feature heavily in my life,,1,19,12,28,17,19,84,13,21,100,57,15,16,17,33,25,23,35,,
7482,Male,81,,South,Music has no particular interest for me,,,6,5,4,4,3,4,5,7,8,9,9,7,7,9,9,8,4,,
7483,Male,19,,North,Music means a lot to me and is a passion of mine,2,2,99,67,68,6,7,71,70,72,12,73,69,70,72,71,71,11,68,,
7484,Female,24,,South,Music means a lot to me and is a passion of mine,1,2,51,95,97,5,7,31,31,29,29,53,85,85,69,52,69,28,28,,
7485,Female,14,,Centre,Music is important to me but not necessarily more important,4,2,73,93,76,30,7,32,2,4,5,71,89,71,71,72,48,67,67,,
7486,Female,14,,Centre,Music means a lot to me and is a passion of mine,2,2,76,59,77,76,34,34,34,35,73,73,73,73,54,51,91,33,75,,
7487,Male,24,,South,Music means a lot to me and is a passion of mine,2,8,100,94,99,3,6,8,3,3,97,97,2,4,53,100,58,53,52,,
7488,Female,15,,North,Music means a lot to me and is a passion of mine,2,1,66,67,93,32,37,55,63,25,42,71,74,62,74,95,63,47,68,,
7489,Female,13,,South,Music means a lot to me and is a passion of mine,2,1,53,33,94,30,10,73,10,11,100,52,12,51,33,12,35,12,12,,
7490,Male,23,,South,Music is important to me but not necessarily more important,1,,70,48,49,6,10,99,7,9,69,100,31,31,99,76,35,9,48,,
7491,Female,21,,South,Music is important to me but not necessarily more important,3,0,52,27,73,73,73,51,31,31,69,50,69,50,72,48,27,28,31,,
7492,Male,66,,North,Music is important to me but not necessarily more important,1,,4,48,2,2,3,32,2,3,97,67,3,3,3,12,5,4,4,,
7493,Female,65,,Centre,I like music but it does not feature heavily in my life,,0,6,6,7,6,7,94,8,8,52,53,70,52,7,5,8,6,7,,
7494,Female,15,,South,Music means a lot to me and is a passion of mine,5,,72,56,54,11,24,100,3,12,12,53,53,24,44,47,15,9,69,,
7495,Male,21,,North,Music means a lot to me and is a passion of mine,1,0,83,61,93,4,42,57,32,32,11,79,50,50,100,93,63,32,68,,
7496,Male,65,,North,Music is important to me but not necessarily more important,1,5,71,73,52,34,53,37,13,33,53,93,75,56,56,80,59,32,72,,
7497,Female,20,,Centre,I like music but it does not feature heavily in my life,2,1,54,36,57,13,15,14,17,15,8,71,52,53,54,51,29,75,74,,
7498,Male,65,,South,Music is important to me but not necessarily more important,,2,27,11,12,13,27,34,48,13,4,68,67,55,4,59,34,10,34,,
7499,Male,66,,Centre,Music is important to me but not necessarily more important,1,1,13,52,64,31,34,33,10,11,90,70,33,29,33,67,11,9,50,,
7500,Female,14,,North,Music means a lot to me and is a passion of mine,4,2,96,94,99,53,31,75,31,32,35,94,96,95,97,100,72,52,76,,
7501,Male,72,,North,Music is no longer as important as it used to be to me,,3,12,53,14,59,57,90,12,11,99,32,0,80,10,55,11,31,30,,
7502,Male,67,,South,I like music but it does not feature heavily in my life,,2,12,30,10,9,49,93,9,9,36,9,52,52,11,14,27,3,11,,
7503,Male,14,,North,Music is important to me but not necessarily more important,,,45,54,50,35,3,3,6,6,30,51,70,71,51,71,23,52,56,,
7504,Male,23,,Centre,Music is important to me but not necessarily more important,1,0,28,2,36,1,11,100,1,1,100,49,2,1,48,47,1,1,13,,
7505,Female,68,,North,Music is important to me but not necessarily more important,,,51,7,52,8,11,9,3,8,100,100,14,3,6,4,5,7,7,,
7506,Female,70,,South,I like music but it does not feature heavily in my life,1,1,11,71,71,10,10,88,11,10,70,10,49,12,72,87,11,11,69,,
7507,Female,71,,Centre,I like music but it does not feature heavily in my life,,2,33,57,35,17,34,12,13,12,72,54,55,55,55,30,13,71,32,,
7508,Male,18,,North,Music means a lot to me and is a passion of mine,3,0,96,88,98,47,27,22,7,7,20,75,56,34,69,88,65,73,68,,
7509,Female,21,,South,Music means a lot to me and is a passion of mine,2,,86,87,86,33,16,27,50,17,26,69,57,53,82,70,54,28,76,,
7510,Female,15,,North,Music means a lot to me and is a passion of mine,1,0,69,69,70,52,31,53,9,10,7,51,71,72,52,52,34,28,89,,
7511,Male,75,,South,I like music but it does not feature heavily in my life,,2,49,56,56,12,12,64,15,14,40,14,65,39,15,14,34,33,77,,
7512,Female,65,,South,Music means a lot to me and is a passion of mine,2,2,71,70,70,12,12,13,12,32,54,70,36,37,52,52,53,70,71,,
7513,Male,68,,North,Music is important to me but not necessarily more important,4,4,33,74,77,56,34,51,8,8,93,73,74,57,57,59,33,33,72,,
7514,Male,67,,South,Music is important to me but not necessarily more important,0,1,74,66,55,36,24,60,40,39,51,90,72,61,35,78,49,49,58,,
7515,Female,14,,South,Music is important to me but not necessarily more important,2,0,68,100,88,12,6,9,6,12,6,66,86,77,100,88,75,51,63,,
7516,Male,13,,North,I like music but it does not feature heavily in my life,,,12,34,27,11,25,11,9,11,46,26,50,41,14,53,31,10,11,,
7517,Male,81,,North,I like music but it does not feature heavily in my life,,1,11,12,13,12,12,97,75,12,92,13,54,54,13,13,14,15,51,,
7518,Male,20,,South,Music means a lot to me and is a passion of mine,1,1,48,51,50,32,31,70,10,10,29,30,71,73,39,37,29,29,52,,
7519,Female,13,,North,Music is important to me but not necessarily more important,1,,58,72,88,6,7,55,13,15,19,59,100,50,64,65,56,18,74,,
7520,Male,13,,Centre,I like music but it does not feature heavily in my life,1,,9,53,11,68,50,89,12,11,88,36,91,72,34,71,30,34,29,,
7521,Male,20,,Centre,Music means a lot to me and is a passion of mine,3,3,88,88,87,19,6,2,20,12,2,46,81,93,30,92,3,83,87,,
7522,Male,14,,South,I like music but it does not feature heavily in my life,,,3,27,4,51,5,71,4,3,53,8,69,28,27,4,5,3,30,,
7523,Female,13,,Centre,Music is important to me but not necessarily more important,1,0,68,61,69,42,34,36,48,49,22,71,89,88,74,72,54,53,71,,
7524,Female,22,,Centre,Music is important to me but not necessarily more important,1,3,69,67,52,10,51,3,64,31,56,18,24,4,63,57,61,40,4,,
7525,Female,23,,Centre,Music is important to me but not necessarily more important,,,8,11,10,10,10,63,75,82,83,7,86,82,22,51,5,8,9,,
7526,Female,14,,South,Music means a lot to me and is a passion of mine,3,1,84,82,86,13,12,32,3,4,14,75,58,52,81,85,72,48,80,,
7527,Female,13,,Centre,Music means a lot to me and is a passion of mine,3,3,78,54,100,55,55,0,53,50,25,100,100,100,75,100,50,60,70,,
7528,Female,68,,Centre,I like music but it does not feature heavily in my life,,1,13,12,11,12,14,28,14,12,12,13,12,12,12,12,11,11,12,,
7529,Female,19,,Centre,Music is important to me but not necessarily more important,,,70,71,70,10,10,28,8,100,7,100,100,100,50,71,10,9,71,,
7530,Male,14,,South,Music is important to me but not necessarily more important,,,44,46,50,33,39,30,30,31,31,32,68,47,47,65,35,31,61,,
7531,Female,21,,North,Music means a lot to me and is a passion of mine,,2,86,71,72,51,40,79,48,10,52,51,72,96,37,36,73,29,93,,
7532,Male,18,,North,I like music but it does not feature heavily in my life,,3,48,49,49,49,49,49,49,65,33,52,76,27,67,85,54,83,49,,
7533,Female,15,,South,I like music but it does not feature heavily in my life,4,3,50,74,70,32,54,73,72,75,20,51,65,51,52,68,68,32,57,,
7534,Female,24,,North,Music is important to me but not necessarily more important,1,,67,77,54,12,53,19,52,14,50,17,84,55,21,77,30,25,47,,
7535,Female,14,,North,I like music but it does not feature heavily in my life,,,51,51,52,52,52,51,51,34,33,33,54,54,34,33,14,14,52,,
7536,Male,14,,North,Music is important to me but not necessarily more important,0,0,55,50,61,52,51,70,51,52,35,53,53,71,73,72,54,55,63,,
7537,Female,22,,Centre,Music is important to me but not necessarily more important,,,48,43,47,44,51,46,7,28,41,48,68,60,41,54,21,6,77,,
7538,Female,24,,Centre,Music means a lot to me and is a passion of mine,,3,78,78,92,93,50,52,52,52,54,82,85,72,71,72,73,74,75,,
7539,Female,66,,South,Music is no longer as important as it used to be to me,,4,4,5,4,4,51,93,7,9,96,53,74,6,6,51,8,8,6,,
7540,Male,20,,Centre,Music is important to me but not necessarily more important,1,3,61,51,50,38,51,38,37,51,6,59,50,43,81,83,2,67,31,,
7541,Female,67,,North,Music is important to me but not necessarily more important,2,,9,10,10,9,10,11,10,11,91,91,49,7,8,94,8,10,10,,
7542,Female,24,,South,Music is important to me but not necessarily more important,,1,90,70,70,8,10,11,31,36,55,50,73,94,54,75,36,37,76,,
7543,Female,67,,South,Music means a lot to me and is a passion of mine,,,9,90,53,9,10,10,11,9,98,10,4,7,7,8,100,9,9,,
7544,Female,19,,Centre,Music means a lot to me and is a passion of mine,2,1,69,32,52,22,65,51,66,52,35,7,53,52,51,32,69,70,72,,
7545,Male,15,,South,I like music but it does not feature heavily in my life,,,3,3,5,26,3,2,2,2,32,2,19,49,46,61,4,4,4,,
7546,Female,14,,South,Music is important to me but not necessarily more important,1,0,56,61,58,45,19,19,3,15,29,51,73,74,49,50,49,12,55,,
7547,Female,21,,Centre,Music means a lot to me and is a passion of mine,1,1,33,53,35,55,12,33,90,74,54,25,78,78,78,78,31,51,73,,
7548,Male,14,,Centre,Music means a lot to me and is a passion of mine,1,3,81,92,90,16,16,32,3,2,12,64,70,82,81,100,83,77,77,,
7549,Male,15,,South,Music means a lot to me and is a passion of mine,3,2,64,59,65,68,66,54,77,65,18,50,63,60,62,84,66,68,69,,
7550,Male,19,,North,Music means a lot to me and is a passion of mine,2,2,72,77,100,13,4,22,24,2,3,93,92,72,29,29,93,55,66,,
7551,Female,13,,South,Music is important to me but not necessarily more important,3,1,80,53,86,70,12,33,11,9,10,46,100,71,72,71,36,36,100,,
7552,Female,13,,South,Music is important to me but not necessarily more important,3,,77,55,60,51,50,54,53,52,50,50,80,77,53,51,70,52,53,,
7553,Female,23,,South,Music is important to me but not necessarily more important,2,4,77,48,48,64,18,27,29,7,8,49,94,100,35,45,50,29,51,,
7554,Male,64,,South,I like music but it does not feature heavily in my life,,,1,1,3,16,16,69,7,10,99,56,51,53,26,26,3,3,3,,
7555,Male,28,,South,Music means a lot to me and is a passion of mine,0,3,100,100,100,48,26,50,8,8,8,70,49,28,100,100,49,32,28,,
7556,Male,13,,South,Music means a lot to me and is a passion of mine,2,1,70,93,92,91,12,15,14,12,14,88,100,100,100,100,100,100,100,,
7557,Female,15,,South,Music is important to me but not necessarily more important,2,,82,82,80,6,6,6,52,33,6,70,74,75,86,86,51,68,93,,
7558,Female,15,,North,Music means a lot to me and is a passion of mine,,,67,84,83,30,29,49,23,7,23,86,50,38,35,76,69,11,51,,
7559,Male,24,,South,Music is important to me but not necessarily more important,,,52,34,54,35,90,62,49,83,63,62,55,42,68,59,44,11,73,,
7560,Female,24,,Centre,Music means a lot to me and is a passion of mine,3,7,100,97,100,22,32,0,2,24,73,100,37,3,55,31,96,96,98,,
7561,Male,37,,Centre,Music is important to me but not necessarily more important,,5,57,51,68,61,70,70,51,63,37,67,68,66,58,65,49,30,49,,
7562,Female,15,,North,I like music but it does not feature heavily in my life,1,,8,52,48,3,17,5,1,1,8,73,88,75,76,78,11,8,61,,
7563,Female,14,,South,Music means a lot to me and is a passion of mine,3,2,95,97,93,27,30,30,52,55,4,91,89,91,89,93,66,48,93,,
7564,Male,41,,South,Music is important to me but not necessarily more important,1,4,54,20,38,64,61,44,56,51,67,49,39,39,59,73,49,33,32,,
7565,Male,15,,North,Music is important to me but not necessarily more important,5,,51,70,69,70,61,66,20,21,21,22,89,89,50,50,52,31,70,,
7566,Male,13,,South,Music means a lot to me and is a passion of mine,1,1,70,98,69,23,25,25,27,25,27,46,73,73,69,73,53,56,71,,
7567,Male,13,,North,I like music but it does not feature heavily in my life,2,4,34,56,49,31,31,69,16,16,65,31,90,48,54,85,37,42,74,,
7568,Male,14,,North,Music is important to me but not necessarily more important,3,1,89,72,72,7,5,69,10,9,9,54,29,3,80,80,46,10,67,,
7569,Male,13,,North,Music has no particular interest for me,,,6,5,6,6,7,91,13,13,55,7,9,7,5,7,5,5,5,,
7570,Male,22,,Centre,Music means a lot to me and is a passion of mine,2,4,84,90,91,32,51,7,6,28,29,96,73,74,27,28,96,8,54,,
7571,Male,19,,South,Music is important to me but not necessarily more important,2,,91,90,89,9,13,58,14,13,76,74,9,7,95,81,72,51,71,,
7572,Male,15,,South,Music is important to me but not necessarily more important,2,,73,73,52,51,52,49,9,9,35,15,37,50,68,69,22,31,31,,
7573,Female,22,,South,Music is important to me but not necessarily more important,5,5,57,90,81,78,67,64,68,88,60,54,71,85,79,83,69,81,70,,
7574,Female,15,,South,Music is important to me but not necessarily more important,1,0,46,53,67,40,30,67,10,12,32,55,74,78,64,51,67,37,34,,
7575,Female,59,,South,Music means a lot to me and is a passion of mine,1,3,67,49,61,8,11,11,10,12,60,93,5,17,43,44,50,52,89,,
7576,Female,69,,South,I like music but it does not feature heavily in my life,,2,47,47,45,45,44,72,17,29,70,47,46,45,45,45,46,45,48,,
7577,Female,13,,South,I like music but it does not feature heavily in my life,1,1,69,71,47,69,12,50,4,2,3,31,92,78,8,9,9,7,98,,
7578,Female,14,,North,Music means a lot to me and is a passion of mine,4,,67,67,66,26,13,12,67,67,5,92,51,88,50,92,92,54,67,,
7579,Female,14,,North,Music is important to me but not necessarily more important,,,59,53,46,32,30,58,17,28,39,31,74,68,69,61,57,27,70,,
7580,Female,67,,Centre,Music is no longer as important as it used to be to me,,,7,7,7,6,5,90,31,31,72,7,8,6,8,57,9,9,8,,
7581,Male,20,,North,Music is important to me but not necessarily more important,1,5,51,61,58,75,63,66,77,62,35,51,39,38,74,68,56,51,72,,
7582,Male,14,,North,I like music but it does not feature heavily in my life,,,28,46,30,17,15,63,4,2,35,10,71,62,8,12,4,7,76,,
7583,Male,14,,Centre,Music means a lot to me and is a passion of mine,2,1,88,90,98,100,100,31,100,100,100,72,11,10,75,73,100,90,96,,
7584,Male,14,,North,Music means a lot to me and is a passion of mine,5,,81,80,82,84,70,69,70,71,68,68,71,71,72,100,53,54,77,,
7585,Female,20,,Centre,Music is important to me but not necessarily more important,,,59,48,47,48,28,35,2,5,56,49,50,52,61,62,35,23,44,,
7586,Female,13,,South,Music means a lot to me and is a passion of mine,4,,96,94,98,12,53,34,3,3,3,84,98,90,90,92,51,4,94,,
7587,Male,13,,Centre,Music is important to me but not necessarily more important,,,51,51,51,51,51,53,50,50,50,51,50,51,50,52,52,51,50,,
7588,Female,14,,Centre,Music means a lot to me and is a passion of mine,10,6,33,12,24,87,55,35,92,34,5,77,53,53,100,97,16,35,61,,
7589,Female,24,,South,I like music but it does not feature heavily in my life,,1,38,57,26,28,27,41,30,31,87,27,72,63,31,34,34,31,70,,
7590,Female,13,,Centre,Music means a lot to me and is a passion of mine,2,3,93,95,90,9,10,59,50,51,7,94,93,93,93,94,92,92,74,,
7591,Male,19,,South,Music is important to me but not necessarily more important,3,2,70,95,68,27,2,40,7,5,24,70,51,44,67,97,72,70,68,,
7592,Female,65,,South,I like music but it does not feature heavily in my life,,,1,1,32,11,12,76,2,2,99,47,2,4,2,4,2,2,2,,
7593,Male,23,,Centre,Music means a lot to me and is a passion of mine,3,1,45,58,69,46,70,46,70,32,43,27,24,29,49,65,59,54,54,,
7594,Female,18,,South,Music is important to me but not necessarily more important,3,1,61,42,57,81,28,47,3,0,51,51,60,56,67,85,27,52,68,,
7595,Female,14,,South,Music means a lot to me and is a passion of mine,3,1,69,81,81,36,37,31,3,5,4,98,19,3,92,91,76,30,75,,
7596,Female,15,,Centre,Music means a lot to me and is a passion of mine,2,1,78,79,80,53,11,52,11,11,10,52,100,100,76,74,50,32,94,,
7597,Female,19,,North,Music is important to me but not necessarily more important,5,4,63,63,77,29,4,35,51,51,40,69,44,50,60,94,59,30,50,,
7598,Female,,,South,I like music but it does not feature heavily in my life,,,6,8,9,11,10,88,6,7,51,11,69,28,9,10,11,9,9,,
7599,Female,20,,Centre,I like music but it does not feature heavily in my life,1,6,61,96,100,29,23,95,48,28,34,30,63,11,61,78,54,12,85,,
7600,Female,66,,South,Music means a lot to me and is a passion of mine,2,1,47,96,14,6,10,10,13,14,10,67,69,66,2,2,76,12,27,,
7601,Female,71,,North,I like music but it does not feature heavily in my life,1,1,30,11,30,69,70,50,50,8,73,73,98,69,12,70,32,32,48,,
7602,Female,14,,Centre,Music means a lot to me and is a passion of mine,2,,95,95,96,54,47,11,11,13,13,30,98,99,68,68,83,69,53,,
7603,Female,65,,North,I like music but it does not feature heavily in my life,1,1,12,13,13,13,12,12,11,12,93,70,52,52,12,13,13,14,84,,
7604,Male,23,,Centre,Music means a lot to me and is a passion of mine,3,1,76,73,75,71,51,79,85,65,62,44,45,46,64,73,62,50,52,,
7605,Male,13,,Centre,I like music but it does not feature heavily in my life,1,,52,57,57,55,50,50,50,49,52,53,53,48,47,50,52,52,52,,
7606,Male,14,,South,Music means a lot to me and is a passion of mine,4,3,93,80,93,50,65,17,72,83,88,88,88,89,99,99,99,66,79,,
7607,Female,14,,South,Music is important to me but not necessarily more important,2,2,46,55,72,35,34,54,11,3,33,51,65,65,51,52,21,26,52,,
7608,Female,48,,South,Music has no particular interest for me,0,0,16,18,22,9,8,70,8,14,67,43,34,41,10,12,14,33,16,,
7609,Female,14,,Centre,Music is important to me but not necessarily more important,1,2,74,74,76,9,10,55,10,10,54,74,76,78,54,77,57,10,54,,
7610,Female,19,,South,Music is no longer as important as it used to be to me,,,11,41,17,7,7,52,26,6,35,32,11,11,51,62,72,5,6,,
7611,Female,22,,Centre,I like music but it does not feature heavily in my life,,,55,56,55,52,49,50,52,52,51,49,51,47,54,52,53,53,55,,
7612,Female,67,,North,I like music but it does not feature heavily in my life,,,7,8,8,8,8,7,10,8,7,7,6,6,6,9,6,7,9,,
7613,Female,15,,North,Music is important to me but not necessarily more important,,,53,79,75,6,6,96,3,6,49,50,93,93,52,94,12,12,12,,
7614,Female,18,,South,I like music but it does not feature heavily in my life,,,5,7,9,49,11,35,94,67,6,5,100,49,65,52,8,4,6,,
7615,Female,67,,South,I like music but it does not feature heavily in my life,,,1,50,1,1,1,1,52,53,70,52,1,1,1,1,2,1,1,,
7616,Male,18,,North,Music is important to me but not necessarily more important,1,1,88,55,87,80,34,38,36,27,75,52,6,6,78,81,29,63,45,,
7617,Female,67,,Centre,Music is important to me but not necessarily more important,,4,10,30,56,8,56,52,9,8,100,33,72,31,13,9,8,9,50,,
7618,Female,23,,North,Music is no longer as important as it used to be to me,1,0,51,31,48,49,53,53,49,49,50,47,73,73,51,54,55,61,53,,
7619,Female,14,,South,Music means a lot to me and is a passion of mine,5,,93,51,91,87,88,87,86,86,85,74,87,92,49,71,90,30,92,,
7620,Male,19,,North,I like music but it does not feature heavily in my life,,,36,53,62,46,41,45,52,63,58,51,65,55,52,51,43,44,59,,
7621,Female,13,,South,Music is important to me but not necessarily more important,2,,31,92,70,55,31,50,69,31,11,72,72,50,71,71,51,31,71,,
7622,Female,65,,South,I like music but it does not feature heavily in my life,,1,3,3,11,11,11,11,10,5,95,6,75,4,4,4,5,5,5,,
7623,Female,14,,North,Music means a lot to me and is a passion of mine,2,6,74,74,74,29,9,12,52,52,4,85,85,85,76,76,76,75,75,,
7624,Male,61,,South,I like music but it does not feature heavily in my life,,5,30,49,31,33,53,94,54,32,70,53,67,67,35,33,35,33,47,,
7625,Female,75,,South,I like music but it does not feature heavily in my life,1,,50,50,34,34,51,52,30,14,74,52,78,56,28,31,28,32,72,,
7626,Male,21,,South,Music is important to me but not necessarily more important,0,,30,71,27,18,50,30,6,11,68,51,24,38,71,78,30,8,79,,
7627,Male,23,,Centre,Music means a lot to me and is a passion of mine,1,2,86,80,94,9,9,44,3,2,19,60,33,6,36,59,68,3,76,,
7628,Female,20,,South,Music means a lot to me and is a passion of mine,2,8,95,100,32,45,9,11,14,12,14,91,100,20,100,100,100,100,100,,
7629,Male,13,,North,Music means a lot to me and is a passion of mine,2,3,36,53,93,25,25,51,27,31,7,89,93,92,81,70,75,23,51,,
7630,Female,68,,South,I like music but it does not feature heavily in my life,,3,11,11,10,10,9,52,9,10,72,11,52,52,10,10,10,8,9,,
7631,Female,24,,Centre,Music is important to me but not necessarily more important,1,2,67,44,64,70,83,78,49,31,59,69,70,69,68,69,59,51,63,,
7632,Male,14,,North,Music is important to me but not necessarily more important,1,3,91,64,76,52,35,20,95,46,22,74,62,59,72,78,50,55,38,,
7633,Male,21,,South,Music is important to me but not necessarily more important,2,1,77,97,96,6,3,8,71,74,4,61,100,80,47,99,71,29,100,,
7634,Female,23,,South,Music is important to me but not necessarily more important,,,69,71,30,53,52,1,14,51,29,69,29,0,100,74,31,6,65,,
7635,Female,22,,North,Music is important to me but not necessarily more important,2,1,66,99,67,70,77,79,69,83,100,80,53,53,51,51,61,64,64,,
7636,Female,72,,Centre,Music is important to me but not necessarily more important,,,43,52,24,18,13,6,7,9,72,55,13,11,20,22,12,16,32,,
7637,Female,65,,Centre,I like music but it does not feature heavily in my life,,,25,25,33,31,30,30,11,9,70,30,52,51,30,69,25,24,24,,
7638,Female,19,,North,Music means a lot to me and is a passion of mine,2,1,100,88,71,4,2,50,57,70,3,61,69,56,12,67,94,66,71,,
7639,Male,24,,North,Music is important to me but not necessarily more important,2,1,69,70,72,31,6,72,9,10,9,61,69,67,68,63,49,50,32,,
7640,Male,51,,North,Music is important to me but not necessarily more important,5,,52,70,75,51,51,52,54,59,59,63,70,50,49,61,64,66,63,,
7641,Male,54,,North,Music is important to me but not necessarily more important,2,1,71,72,72,31,14,15,53,34,36,87,87,88,69,69,50,73,72,,
7642,Male,23,,South,I like music but it does not feature heavily in my life,7,4,55,71,62,31,11,50,31,5,64,5,19,12,14,42,6,51,50,,
7643,Male,14,,North,Music is important to me but not necessarily more important,2,1,70,68,71,71,72,95,71,70,12,73,72,73,73,73,73,73,72,,
7644,Female,68,,North,I like music but it does not feature heavily in my life,,2,24,92,35,8,7,51,71,22,6,51,93,91,73,74,28,6,96,,
7645,Female,14,,Centre,Music means a lot to me and is a passion of mine,5,3,74,58,83,31,32,13,52,11,84,84,89,95,69,70,71,55,74,,
7646,Male,22,,South,Music is important to me but not necessarily more important,3,1,60,80,74,4,6,7,7,10,12,74,58,55,75,72,41,10,80,,
7647,Female,21,,South,Music means a lot to me and is a passion of mine,3,7,100,83,100,9,11,11,48,62,99,71,83,52,74,92,85,53,52,,
7648,Female,69,,North,I like music but it does not feature heavily in my life,,3,52,70,52,32,69,49,37,51,70,33,69,54,72,56,7,29,71,,
7649,Male,15,,South,Music means a lot to me and is a passion of mine,,,91,92,92,90,90,52,55,53,76,89,89,89,89,95,68,52,89,,
7650,Male,15,,North,Music means a lot to me and is a passion of mine,,,83,83,81,31,22,32,10,10,9,82,49,51,51,86,84,39,43,,
7651,Male,23,,North,Music means a lot to me and is a passion of mine,2,5,100,100,100,10,10,10,73,26,11,88,72,31,93,94,93,75,78,,
7652,Female,14,,North,Music is important to me but not necessarily more important,2,1,79,72,90,73,91,36,36,10,11,93,90,92,90,90,77,76,92,,
7653,Male,13,,Centre,Music is important to me but not necessarily more important,1,1,87,90,90,16,88,89,88,25,88,70,99,84,76,89,75,91,87,,
7654,Female,15,,South,Music means a lot to me and is a passion of mine,,,13,79,81,13,12,48,14,13,14,47,95,94,48,49,30,11,50,,
7655,Female,65,,North,I like music but it does not feature heavily in my life,0,3,2,54,28,24,52,4,2,2,74,31,53,52,22,25,7,2,4,,
7656,Female,14,,South,Music means a lot to me and is a passion of mine,3,,96,73,100,99,31,30,31,2,12,70,93,92,94,94,76,29,94,,
7657,Female,64,,Centre,I like music but it does not feature heavily in my life,3,2,47,18,45,50,50,51,6,12,70,39,69,73,67,69,47,31,49,,
7658,Female,21,,North,Music means a lot to me and is a passion of mine,2,1,70,71,94,10,29,10,33,11,10,76,36,31,73,71,49,31,7,,
7659,Female,24,,South,Music means a lot to me and is a passion of mine,1,3,93,93,95,75,6,9,2,4,96,94,47,6,26,49,4,5,29,,
7660,Female,20,,South,I like music but it does not feature heavily in my life,,,49,50,50,50,51,50,51,50,60,50,70,60,49,49,0,1,51,,
7661,Female,24,,South,Music is important to me but not necessarily more important,,3,71,65,69,62,63,56,43,51,56,84,62,59,71,71,72,59,65,,
7662,Female,21,,North,Music is important to me but not necessarily more important,1,2,56,22,75,65,51,28,1,0,86,37,63,65,18,46,23,28,26,,
7663,Female,21,,South,Music means a lot to me and is a passion of mine,6,1,69,45,63,40,65,71,10,31,12,72,86,69,71,72,67,20,67,,
